review_id,review_text,sentiment_label,sentiment_score,identified_themes,bank,date
1045,"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",negative,-0.9997275471687317,['Transaction Performance'],Bank of Abyssinia,2024-09-06
1046,"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",negative,-0.999210000038147,"['Transaction Performance', 'User Interface & Experience']",Bank of Abyssinia,2024-09-06
1047,Awesome application. But lately its crashing everytime i opened it.,negative,-0.9127689599990845,['Transaction Performance'],Bank of Abyssinia,2024-09-05
1048,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,negative,-0.9639250636100769,['Other'],Bank of Abyssinia,2024-09-05
1049,good,positive,0.9998161196708679,['User Interface & Experience'],Bank of Abyssinia,2024-09-04
1050,Fast one,positive,0.9994491934776306,['Other'],Bank of Abyssinia,2024-09-04
1051,Nice looking app but a terrible user experience.,negative,-0.9958102703094482,['User Interface & Experience'],Bank of Abyssinia,2024-09-03
1052,The worest MB app ever!!🙄,negative,-0.8734641075134277,['Other'],Bank of Abyssinia,2024-09-02
1053,Very good,positive,0.9998520612716675,['User Interface & Experience'],Bank of Abyssinia,2024-09-01
1054,It is ok,positive,0.9998496770858765,['Other'],Bank of Abyssinia,2024-09-01
1055,Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,negative,-0.9987314343452454,['Customer Support'],Bank of Abyssinia,2024-08-30
1056,Good,positive,0.9998161196708679,['User Interface & Experience'],Bank of Abyssinia,2024-08-30
1057,Apollo's,positive,0.9974138736724854,['Other'],Bank of Abyssinia,2024-08-29
1058,The worst experience ever,negative,-0.999792754650116,['Other'],Bank of Abyssinia,2024-08-29
1059,Hussenaliumar,negative,-0.6654535531997681,['Other'],Bank of Abyssinia,2024-08-29
1060,Good,positive,0.9998161196708679,['User Interface & Experience'],Bank of Abyssinia,2024-08-28
1061,Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,negative,-0.999367892742157,"['Account Access Issues', 'Transaction Performance', 'User Interface & Experience']",Bank of Abyssinia,2024-08-27
1062,It is not work for my device,negative,-0.9997636675834656,['Other'],Bank of Abyssinia,2024-08-27
1063,"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",negative,-0.9990233182907104,"['Transaction Performance', 'User Interface & Experience', 'Customer Support', 'Feature Requests']",Bank of Abyssinia,2024-08-26
1064,The worst app ever,negative,-0.9997934699058533,['Other'],Bank of Abyssinia,2024-08-26
1065,Good,positive,0.9998161196708679,['User Interface & Experience'],Bank of Abyssinia,2024-08-26
1066,Betanya Gebre,positive,0.8911886215209961,['Other'],Bank of Abyssinia,2024-08-23
1067,I dont recommand it to any one,negative,-0.9855504035949707,['Other'],Bank of Abyssinia,2024-08-23
1068,Good,positive,0.9998161196708679,['User Interface & Experience'],Bank of Abyssinia,2024-08-21
1069,Excellent app,positive,0.9998356103897095,['Other'],Bank of Abyssinia,2024-08-21
1070,"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",negative,-0.9988825917243958,"['Account Access Issues', 'User Interface & Experience', 'Feature Requests']",Bank of Abyssinia,2024-08-20
1071,ትርሃስ,negative,-0.6970564723014832,['Other'],Bank of Abyssinia,2024-08-19
1072,Gio,positive,0.9969680905342102,['Other'],Bank of Abyssinia,2024-08-19
1073,App isn't working,negative,-0.9995692372322083,['Other'],Bank of Abyssinia,2024-08-18
1074,Best app,positive,0.999686598777771,['User Interface & Experience'],Bank of Abyssinia,2024-08-18
1075,so far good but always it lugs,negative,-0.9829469919204712,['User Interface & Experience'],Bank of Abyssinia,2024-08-17
1076,Don't trust this bank and its service.,negative,-0.9996311664581299,['Customer Support'],Bank of Abyssinia,2024-08-16
1077,"I can not open and use the application,please help me!",negative,-0.9995014667510986,"['User Interface & Experience', 'Customer Support']",Bank of Abyssinia,2024-08-15
1078,Horrible,negative,-0.9997841715812683,['Other'],Bank of Abyssinia,2024-08-14
1079,Mostly not working 😑,negative,-0.9995825886726379,['Other'],Bank of Abyssinia,2024-08-14
1080,Good,positive,0.9998161196708679,['User Interface & Experience'],Bank of Abyssinia,2024-08-13
1081,Awesome 👌,positive,0.9998607635498047,['Other'],Bank of Abyssinia,2024-08-12
1082,"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",negative,-0.9997915625572205,"['Customer Support', 'Feature Requests']",Bank of Abyssinia,2024-08-12
1083,Thank you,positive,0.9998352527618408,['Other'],Bank of Abyssinia,2024-08-12
1084,Very poor app b/c highly slow to open the app,negative,-0.9998080134391785,['Transaction Performance'],Bank of Abyssinia,2024-08-11
1085,Ok,positive,0.9997851252555847,['Other'],Bank of Abyssinia,2024-08-11
1086,best,positive,0.9997941851615906,['User Interface & Experience'],Bank of Abyssinia,2024-08-11
1087,Best app,positive,0.999686598777771,['User Interface & Experience'],Bank of Abyssinia,2024-08-11
1088,Wedi Tekle .,negative,-0.8421270847320557,['Other'],Bank of Abyssinia,2024-08-11
1089,Bad app📱👎👎👎,negative,-0.9997676014900208,['Other'],Bank of Abyssinia,2024-08-11
1090,Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,negative,-0.9956488013267517,['Other'],Bank of Abyssinia,2024-08-10
1091,Nice appp,positive,0.9997910857200623,['User Interface & Experience'],Bank of Abyssinia,2024-08-10
1092,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,negative,-0.952187716960907,['Other'],Bank of Abyssinia,2024-08-10
1093,Gooood app my dear,negative,-0.9005938172340393,['Other'],Bank of Abyssinia,2024-08-09
1094,Harun tamam galanaa,negative,-0.9410595893859863,['Other'],Bank of Abyssinia,2024-08-09
1095,"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",negative,-0.9998038411140442,['Other'],Bank of Abyssinia,2024-08-08
1096,Gamebela,positive,0.8994185328483582,['Other'],Bank of Abyssinia,2024-08-08
1097,so poor app to use can't start up when open the app,negative,-0.9997444748878479,['User Interface & Experience'],Bank of Abyssinia,2024-08-08
1098,"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",negative,-0.9987001419067383,"['Transaction Performance', 'Customer Support']",Bank of Abyssinia,2024-08-07
1099,Good job,positive,0.999835729598999,['User Interface & Experience'],Bank of Abyssinia,2024-08-07
1100,"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",negative,-0.9998094439506531,"['Account Access Issues', 'Transaction Performance', 'User Interface & Experience']",Bank of Abyssinia,2024-08-07
1101,good,positive,0.9998161196708679,['User Interface & Experience'],Bank of Abyssinia,2024-08-07
1102,Good,positive,0.9998161196708679,['User Interface & Experience'],Bank of Abyssinia,2024-08-07
1103,Bad app .,negative,-0.9997915625572205,['Other'],Bank of Abyssinia,2024-08-06
1104,"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",negative,-0.9994394183158875,['Other'],Bank of Abyssinia,2024-08-06
1105,Review,positive,0.9946893453598022,['Other'],Bank of Abyssinia,2024-08-06
1106,Goood,negative,-0.9943867921829224,['Other'],Bank of Abyssinia,2024-08-06
1107,Ok,positive,0.9997851252555847,['Other'],Bank of Abyssinia,2024-08-06
1108,👎👎👎👎👎👎👎👎👎,negative,-0.6970564723014832,['Other'],Bank of Abyssinia,2024-08-05
1109,Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,negative,-0.99793541431427,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests']",Bank of Abyssinia,2024-08-04
1110,The previous version is better it doesn't work,negative,-0.9997755885124207,['User Interface & Experience'],Bank of Abyssinia,2024-08-03
1111,"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",negative,-0.9998201727867126,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests']",Bank of Abyssinia,2024-08-03
1112,ok,positive,0.9997851252555847,['Other'],Bank of Abyssinia,2024-08-03
1113,Nice,positive,0.9998552799224854,['User Interface & Experience'],Bank of Abyssinia,2024-08-03
1114,"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",positive,0.9958856701850891,['User Interface & Experience'],Bank of Abyssinia,2024-08-03
1115,Great,positive,0.9998630285263062,['Other'],Bank of Abyssinia,2024-08-03
1116,It's a useless app,negative,-0.9998058676719666,['User Interface & Experience'],Bank of Abyssinia,2024-08-01
1117,"It's not working as it was , so much need to improve, it was the best but not anymore",negative,-0.9968530535697937,['User Interface & Experience'],Bank of Abyssinia,2024-08-01
1118,Poor network,negative,-0.9997891783714294,['Other'],Bank of Abyssinia,2024-07-31
1119,Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,negative,-0.9993754029273987,['Other'],Bank of Abyssinia,2024-07-31
1120,The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,negative,-0.9953023195266724,['Other'],Bank of Abyssinia,2024-07-31
1121,"It's not working totally, what a useless app is it,",negative,-0.9998171925544739,['User Interface & Experience'],Bank of Abyssinia,2024-07-31
1122,"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",negative,-0.9989368319511414,['Other'],Bank of Abyssinia,2024-07-30
1123,this is so disappointing app 😞,negative,-0.9998024106025696,['Other'],Bank of Abyssinia,2024-07-30
1124,አቢስኒያ የሁሉም ምርጫ,negative,-0.8337253928184509,['Other'],Bank of Abyssinia,2024-07-29
1125,Ok,positive,0.9997851252555847,['Other'],Bank of Abyssinia,2024-07-29
1126,Nays,negative,-0.9894010424613953,['Other'],Bank of Abyssinia,2024-07-28
1127,The worst app,negative,-0.9997969269752502,['Other'],Bank of Abyssinia,2024-07-28
1128,it can't even open and only display error messages,negative,-0.9993472695350647,['Account Access Issues'],Bank of Abyssinia,2024-07-27
1129,not active,negative,-0.999765932559967,['Other'],Bank of Abyssinia,2024-07-27
1130,To get good quality,positive,0.9998683929443359,['User Interface & Experience'],Bank of Abyssinia,2024-07-26
1131,አይሰራም እኮ ምንድን ነው ችግሩ?,negative,-0.9647620320320129,['Other'],Bank of Abyssinia,2024-07-26
1132,uselss app dont download,negative,-0.9977203011512756,['User Interface & Experience'],Bank of Abyssinia,2024-07-26
1133,"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",negative,-0.9997162222862244,['Other'],Bank of Abyssinia,2024-07-25
1134,"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",negative,-0.9991223216056824,['Feature Requests'],Bank of Abyssinia,2024-07-25
1135,Corrupted and poor app,negative,-0.9997439980506897,['Other'],Bank of Abyssinia,2024-07-24
1136,Good,positive,0.9998161196708679,['User Interface & Experience'],Bank of Abyssinia,2024-07-24
1137,When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,negative,-0.9998012185096741,['User Interface & Experience'],Bank of Abyssinia,2024-07-24
1138,Nice,positive,0.9998552799224854,['User Interface & Experience'],Bank of Abyssinia,2024-07-23
1139,FIX YOUR Apollo!! You guys where the best 👌,positive,0.9994503855705261,"['User Interface & Experience', 'Customer Support']",Bank of Abyssinia,2024-07-23
1140,Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,negative,-0.9994396567344666,['Transaction Performance'],Bank of Abyssinia,2024-07-23
1141,"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",negative,-0.9997815489768982,"['User Interface & Experience', 'Customer Support']",Bank of Abyssinia,2024-07-23
1142,Poor application. It turned off by itself,negative,-0.9997444748878479,['Other'],Bank of Abyssinia,2024-07-23
1143,Okay,positive,0.9997709393501282,['Other'],Bank of Abyssinia,2024-07-23
1144,Allowed,positive,0.9978752136230469,['Other'],Bank of Abyssinia,2024-07-23
1145,It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,negative,-0.9991043210029602,['Transaction Performance'],Bank of Abyssinia,2024-07-23
1146,we want international mobile banking,positive,0.958784818649292,['User Interface & Experience'],Bank of Abyssinia,2024-07-22
1147,"screenshot isn't working, Please modify it",negative,-0.9996084570884705,['Other'],Bank of Abyssinia,2024-07-22
1148,Naziriet measho 89160437,negative,-0.9862651228904724,['Other'],Bank of Abyssinia,2024-07-21
1149,Ahmed Mohammed husen,positive,0.9124150276184082,['User Interface & Experience'],Bank of Abyssinia,2024-07-21
1150,Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,negative,-0.9996222257614136,['User Interface & Experience'],Bank of Abyssinia,2024-07-19
1151,I have experiance,negative,-0.8070296049118042,['Other'],Bank of Abyssinia,2024-07-19
1152,The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,negative,-0.9997739195823669,"['Account Access Issues', 'Customer Support']",Bank of Abyssinia,2024-07-19
1153,Wow,positive,0.999592125415802,['Other'],Bank of Abyssinia,2024-07-19
1154,Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,negative,-0.999760091304779,"['Transaction Performance', 'User Interface & Experience']",Bank of Abyssinia,2024-07-18
1155,ርይርፍ,negative,-0.6970564723014832,['Other'],Bank of Abyssinia,2024-07-18
1156,The previous application is much better than this one,positive,0.9991149306297302,['User Interface & Experience'],Bank of Abyssinia,2024-07-18
1157,"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",negative,-0.9994294047355652,['User Interface & Experience'],Bank of Abyssinia,2024-07-18
1158,mal,negative,-0.9996137022972107,['Other'],Bank of Abyssinia,2024-07-16
1159,It is not working at all,negative,-0.9997811913490295,['Other'],Bank of Abyssinia,2024-07-16
1160,Excellent,positive,0.9998434782028198,['Other'],Bank of Abyssinia,2024-07-16
1161,The poorest mobile banking survice ever. Only error reports frequently,negative,-0.999705970287323,"['Account Access Issues', 'User Interface & Experience']",Bank of Abyssinia,2024-07-16
1162,Wow,positive,0.999592125415802,['Other'],Bank of Abyssinia,2024-07-16
1163,😞😞😞😞,negative,-0.6970564723014832,['Other'],Bank of Abyssinia,2024-07-15
1164,😡😡😡😡😡😡😡,negative,-0.6970564723014832,['Other'],Bank of Abyssinia,2024-07-15
1165,The worst banking app,negative,-0.9998050332069397,['User Interface & Experience'],Bank of Abyssinia,2024-07-15
1166,The app is constantly crashing and freezing when to send to BOA customers' accounts.,negative,-0.9988401532173157,"['Account Access Issues', 'Transaction Performance']",Bank of Abyssinia,2024-07-15
1167,No work app,negative,-0.9968982934951782,['Other'],Bank of Abyssinia,2024-07-15
1168,Is ok but stop sundenly,positive,0.9309313297271729,['Other'],Bank of Abyssinia,2024-07-15
1169,🤷🤷🤷,negative,-0.6970564723014832,['Other'],Bank of Abyssinia,2024-07-14
1170,experienced,positive,0.9950610995292664,['Other'],Bank of Abyssinia,2024-07-14
1171,Very poor app. Its Always cresh and not compatible,negative,-0.999818742275238,['Other'],Bank of Abyssinia,2024-07-13
1172,"It's not functional at all. It keeps saying ""error"". Unable to activate.",negative,-0.9998112320899963,['Account Access Issues'],Bank of Abyssinia,2024-07-13
1173,BoA,negative,-0.7410539388656616,['Other'],Bank of Abyssinia,2024-07-13
1174,I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,negative,-0.9983154535293579,['Other'],Bank of Abyssinia,2024-07-13
1175,Boa,negative,-0.7410539388656616,['Other'],Bank of Abyssinia,2024-07-12
1176,The new app is very good,positive,0.9998589754104614,"['User Interface & Experience', 'Feature Requests']",Bank of Abyssinia,2024-07-12
1177,It's very good but sometimes isn't work probably,negative,-0.9371029138565063,['User Interface & Experience'],Bank of Abyssinia,2024-07-12
1178,It doesn't work,negative,-0.9997813105583191,['Other'],Bank of Abyssinia,2024-07-12
1179,ጭራሽ አይነፋም,negative,-0.7850591540336609,['Other'],Bank of Abyssinia,2024-07-12
1180,"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",negative,-0.9997655749320984,"['Transaction Performance', 'User Interface & Experience', 'Customer Support', 'Feature Requests']",Bank of Abyssinia,2024-07-11
1181,The worst mobile banking app,negative,-0.9997923970222473,['User Interface & Experience'],Bank of Abyssinia,2024-07-11
1182,It is not fast,negative,-0.99720698595047,['Other'],Bank of Abyssinia,2024-07-11
1183,Ok,positive,0.9997851252555847,['Other'],Bank of Abyssinia,2024-07-11
1184,Useless,negative,-0.9997991919517517,['User Interface & Experience'],Bank of Abyssinia,2024-07-11
1185,The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,negative,-0.9997914433479309,"['Transaction Performance', 'User Interface & Experience', 'Customer Support']",Bank of Abyssinia,2024-07-11
1186,ሀየ,negative,-0.6970564723014832,['Other'],Bank of Abyssinia,2024-07-10
1187,Too late!,negative,-0.9988941550254822,['Other'],Bank of Abyssinia,2024-07-10
1188,No work,negative,-0.999386191368103,['Other'],Bank of Abyssinia,2024-07-10
1189,"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",positive,0.9995549321174622,"['Transaction Performance', 'User Interface & Experience']",Bank of Abyssinia,2024-07-09
1190,After update it doesn't work well,negative,-0.9996452331542969,['Feature Requests'],Bank of Abyssinia,2024-07-09
1191,Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,negative,-0.9983060359954834,"['Account Access Issues', 'User Interface & Experience']",Bank of Abyssinia,2024-07-08
1192,Good but Very slow.,positive,0.987754762172699,"['Transaction Performance', 'User Interface & Experience']",Bank of Abyssinia,2024-07-08
1193,Very good app,positive,0.9998675584793091,['User Interface & Experience'],Bank of Abyssinia,2024-07-06
1194,"It is so bad apps ,it doesn't work",negative,-0.9998026490211487,['Other'],Bank of Abyssinia,2024-07-06
1195,"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",negative,-0.9991281628608704,['User Interface & Experience'],Bank of Abyssinia,2024-07-05
1196,It usually crashes and unable to process also it request to off the developer options,negative,-0.9996892213821411,"['Transaction Performance', 'Feature Requests']",Bank of Abyssinia,2024-07-05
1197,Miliyone.,negative,-0.9675788879394531,['Other'],Bank of Abyssinia,2024-07-05
1198,Workneh girmamo,positive,0.9400009512901306,['Other'],Bank of Abyssinia,2024-07-05
1199,🙏🙏🙏,negative,-0.6970564723014832,['Other'],Bank of Abyssinia,2024-07-05
1200,"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",negative,-0.9974097609519958,"['Account Access Issues', 'Transaction Performance', 'User Interface & Experience', 'Feature Requests']",Bank of Abyssinia,2024-07-04
1201,Is it even working these days? Please check it.,positive,0.9892705678939819,['Other'],Bank of Abyssinia,2024-07-04
1202,"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",negative,-0.9995259046554565,['Transaction Performance'],Bank of Abyssinia,2024-07-04
1203,Please make it functional.,positive,0.9997920393943787,['Other'],Bank of Abyssinia,2024-07-03
1204,its best app but its don't working in poor connection area so,negative,-0.9705930948257446,['User Interface & Experience'],Bank of Abyssinia,2024-07-03
1205,Please Recover thank you,positive,0.9997314810752869,['Other'],Bank of Abyssinia,2024-07-02
1206,Best,positive,0.9997941851615906,['User Interface & Experience'],Bank of Abyssinia,2024-07-01
1207,This app doesn't work,negative,-0.9997921586036682,['Other'],Bank of Abyssinia,2024-06-30
1208,Excellent app,positive,0.9998356103897095,['Other'],Bank of Abyssinia,2024-06-29
1209,"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",negative,-0.9726091623306274,['Transaction Performance'],Bank of Abyssinia,2024-06-27
1210,the underrated app I've ever seen and ur banking system is Soo Idiocracy,negative,-0.9977184534072876,['User Interface & Experience'],Bank of Abyssinia,2024-06-27
1211,It demands to disable developer option.,negative,-0.9994282126426697,['Feature Requests'],Bank of Abyssinia,2024-06-27
1212,"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",negative,-0.9996359348297119,"['Customer Support', 'Feature Requests']",Bank of Abyssinia,2024-06-26
1213,Open Open service,positive,0.9997770190238953,['Customer Support'],Bank of Abyssinia,2024-06-25
1214,አፑ በጣም አስቸጋሪ ሆኗል,negative,-0.8616330027580261,['Other'],Bank of Abyssinia,2024-06-25
1215,ok,positive,0.9997851252555847,['Other'],Bank of Abyssinia,2024-06-24
1216,Its not working.,negative,-0.9997856020927429,['Other'],Bank of Abyssinia,2024-06-24
1217,"Riddled with crashes, cant use it anymore. Very frustrating!",negative,-0.9994331002235413,"['Transaction Performance', 'User Interface & Experience']",Bank of Abyssinia,2024-06-20
1218,Always error occured. The worst app ever,negative,-0.9997997879981995,['Account Access Issues'],Bank of Abyssinia,2024-06-20
1219,ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,negative,-0.9611338376998901,['Other'],Bank of Abyssinia,2024-06-19
1220,Excellent service,positive,0.9998576641082764,['Customer Support'],Bank of Abyssinia,2024-06-18
1221,It's not convenient,negative,-0.9998067021369934,['Other'],Bank of Abyssinia,2024-06-17
1222,meskelu Metku,positive,0.8474317193031311,['Other'],Bank of Abyssinia,2024-06-17
1223,Verry nice,positive,0.9997273087501526,['User Interface & Experience'],Bank of Abyssinia,2024-06-17
1224,It has become the most unreliable mibile banking app ever.,negative,-0.999081015586853,['User Interface & Experience'],Bank of Abyssinia,2024-06-16
1225,Good,positive,0.9998161196708679,['User Interface & Experience'],Bank of Abyssinia,2024-06-14
1226,"አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ,ነገር ግን Network በጣም ነዉ እሚያስቸገረው",negative,-0.9465043544769287,['Other'],Bank of Abyssinia,2024-06-13
1227,The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,negative,-0.9998160004615784,"['Account Access Issues', 'User Interface & Experience']",Bank of Abyssinia,2024-06-13
1228,👍👍👍,negative,-0.6970564723014832,['Other'],Bank of Abyssinia,2024-06-12
1229,Really Bank,positive,0.9820581078529358,['Other'],Bank of Abyssinia,2024-06-11
1230,I like the the bank of Abyssinia is the best first bank of Ethiopia,positive,0.999809205532074,['User Interface & Experience'],Bank of Abyssinia,2024-06-11
1231,The app is not good need a few work,negative,-0.9997538924217224,['User Interface & Experience'],Bank of Abyssinia,2024-06-11
1232,"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",negative,-0.9997610449790955,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests']",Bank of Abyssinia,2024-06-10
1233,"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",negative,-0.9994435906410217,"['Transaction Performance', 'Customer Support']",Bank of Abyssinia,2024-06-10
1234,The worst app,negative,-0.9997969269752502,['Other'],Bank of Abyssinia,2024-06-10
1235,excellent service,positive,0.9998576641082764,['Customer Support'],Bank of Abyssinia,2024-06-10
1236,You are beutiful,negative,-0.839941143989563,['Other'],Bank of Abyssinia,2024-06-09
1237,Good 👍,positive,0.9998576641082764,['User Interface & Experience'],Bank of Abyssinia,2024-06-06
1238,The best app,positive,0.9998469352722168,['User Interface & Experience'],Bank of Abyssinia,2024-06-06
1239,አይሰራም አፑ ለምንድነው,negative,-0.8337253928184509,['Other'],Bank of Abyssinia,2024-06-06
1240,Awful,negative,-0.9997954964637756,['Other'],Bank of Abyssinia,2024-06-06
1241,Developer option to be off really,negative,-0.9903939366340637,['Feature Requests'],Bank of Abyssinia,2024-06-06
1242,Good app boa,positive,0.9998428821563721,['User Interface & Experience'],Bank of Abyssinia,2024-06-06
1243,I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,negative,-0.9997298121452332,"['User Interface & Experience', 'Feature Requests']",Bank of Abyssinia,2024-06-06
1244,"Worest app, it cannot be downloaded",negative,-0.9979676604270935,['Other'],Bank of Abyssinia,2024-06-05
1245,😭😭😭😭😭😭😭,negative,-0.6970564723014832,['Other'],Bank of Abyssinia,2024-06-04
1246,slow only some times the wey it is veary nice app,positive,0.9498576521873474,"['Transaction Performance', 'User Interface & Experience']",Bank of Abyssinia,2024-06-04
1247,ok yes,positive,0.9997628331184387,['Other'],Bank of Abyssinia,2024-06-04
1248,The worst mobile banking app,negative,-0.9997923970222473,['User Interface & Experience'],Bank of Abyssinia,2024-06-04
1249,It's nice apps,positive,0.999875545501709,['User Interface & Experience'],Bank of Abyssinia,2024-06-04
1250,Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,negative,-0.9997871518135071,"['Account Access Issues', 'Transaction Performance']",Bank of Abyssinia,2024-06-03
1251,Excited by your service,positive,0.9997963309288025,['Customer Support'],Bank of Abyssinia,2024-06-02
1252,Kerfafa new,positive,0.8148760795593262,['Feature Requests'],Bank of Abyssinia,2024-06-01
1253,ABDU MUDESR,positive,0.7394681572914124,['Other'],Bank of Abyssinia,2024-06-01
1254,Ok,positive,0.9997851252555847,['Other'],Bank of Abyssinia,2024-05-31
1255,"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",negative,-0.9996273517608643,['User Interface & Experience'],Bank of Abyssinia,2024-05-31
1256,Excellent,positive,0.9998434782028198,['Other'],Bank of Abyssinia,2024-05-31
1257,It is Good to save time 👌👌,positive,0.9998168349266052,"['Transaction Performance', 'User Interface & Experience']",Bank of Abyssinia,2024-05-31
1258,"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",negative,-0.9996848106384277,['Feature Requests'],Bank of Abyssinia,2024-05-29
1259,What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,negative,-0.9991626739501953,['Transaction Performance'],Bank of Abyssinia,2024-05-29
1260,Ayseram,negative,-0.6560927033424377,['Other'],Bank of Abyssinia,2024-05-28
1261,Worst banking app ever,negative,-0.9997898936271667,['Other'],Bank of Abyssinia,2024-05-28
